2025-10-26 12:14:24,0.0,0.0
2025-10-26 12:15:47,0.652,0.06520000000000001
2025-10-26 12:19:21,2.0,0.2
2025-10-26 12:19:21,2.0,0.2
2025-10-26 12:19:21,2.0,0.2
2025-10-26 12:19:21,2.0,0.2
2025-10-26 12:19:21,2.0,0.2
2025-10-26 12:19:21,2.0,0.2
2025-10-26 12:19:21,2.0,0.2
2025-10-26 12:19:21,2.0,0.2
2025-10-26 12:19:21,2.0,0.2
2025-10-26 12:19:21,2.0,0.2
2025-10-26 12:19:21,2.0,0.2
2025-10-26 12:19:21,2.0,0.2
2025-10-26 12:19:21,2.0,0.2
2025-10-26 12:19:21,2.0,0.2
2025-10-26 12:19:21,2.0,0.2
2025-10-26 12:19:21,2.0,0.2
2025-10-26 12:19:21,2.0,0.2
2025-10-26 12:19:21,2.0,0.2
2025-10-26 12:19:21,2.0,0.2
2025-10-26 12:19:21,2.0,0.2
2025-10-26 12:19:21,2.0,0.2
2025-10-26 12:19:21,2.0,0.2
2025-10-26 12:19:21,2.0,0.2
2025-10-26 12:19:21,2.0,0.2
2025-10-26 12:19:21,2.0,0.2
2025-10-26 12:19:21,2.0,0.2
2025-10-26 12:19:21,2.0,0.2
2025-10-26 12:19:21,2.0,0.2
2025-10-26 12:19:21,2.0,0.2
2025-10-26 12:19:22,2.0,0.2
2025-10-26 12:19:22,2.0,0.2
2025-10-26 12:19:22,2.0,0.2
2025-10-26 12:19:22,2.0,0.2
2025-10-26 12:19:22,2.0,0.2
2025-10-26 12:19:22,2.0,0.2
2025-10-26 12:19:22,2.0,0.2
2025-10-26 12:19:22,2.0,0.2
2025-10-26 12:19:22,2.0,0.2
2025-10-26 12:19:22,2.0,0.2
2025-10-26 12:19:23,2.0,0.2
2025-10-26 12:19:23,2.0,0.2
2025-10-26 12:19:23,2.0,0.2
2025-10-26 12:19:23,2.0,0.2
2025-10-26 12:19:23,2.0,0.2
2025-10-26 12:19:23,2.0,0.2
2025-10-26 12:19:23,2.0,0.2
2025-10-26 12:19:23,2.0,0.2
2025-10-26 12:19:23,2.0,0.2
2025-10-26 12:19:23,2.0,0.2
2025-10-26 12:19:24,2.0,0.2
2025-10-26 12:19:24,2.0,0.2
2025-10-26 12:19:24,2.0,0.2
2025-10-26 12:19:24,2.0,0.2
2025-10-26 12:19:24,2.0,0.2
